authorID,name,intro
1,Einar Landre,25年の経験を持つソフトウェアのプロ。開発者、アーキテクト、マネージャ、コンサルタン卜として仕事をしてきた他、執筆やプレゼンテーションなども行ってきた。現在はStatoilHydroのビジネスアプリケーションサービス部門に勤務し、クリティ力ルな業務アプリケーションの開発、アーキテクチャレビュー、ソフトウェアプロセス改善などの仕事をしている。StatoilHydro入社以前には、開発者、コンサルタント、マネージャとして、国際宇宙ステーション向けの通信プロトコル、OS 、テストソフトウェアのデザイン、実装などに携わった。最近ではプロフェッショナルコミュニティにも積極的に参加し、論文を執筆、共同執筆するなどしており、OOPSLAやSPE(Society of Petroleum Engineers ：石油技術協会）でプレゼンテーションを行ったりもしている。特に強い関心を持っているのは、オブジェクト指向プログラミングや自律システムの設計、システムエンジニアリングプラクティスの活用、アジャイル手法、ハイテク企業におけるリーダーシップなど。ストラスクライド大学で情報技術の理学修士号を取得。また、CSDP(IEEE-certified software development professional :IEEE 認定ソフトウェア開発プロフェッショナル資格)も持つ。家族とともにノルウェー、スタンパンゲルに住む。
